0 1
1 0.912981
2 0.834203
3 0.760953
4 0.693624
5 0.631588
6 0.57533
7 0.525334
8 0.48008
9 0.439472
10 0.402877
11 0.368878
12 0.337419
13 0.308286
14 0.282033
15 0.257713
16 0.234995
17 0.214146
18 0.194683
19 0.177733
20 0.161295
21 0.146974
22 0.134306
23 0.1226
24 0.112113
25 0.102729
26 0.0932684
27 0.084182
28 0.0757985
29 0.0682229
30 0.0615478
31 0.0554764
32 0.0499457
33 0.0451745
34 0.0412707
35 0.0378807
36 0.0349046
37 0.0324663
38 0.030208
39 0.0287987
40 0.0270305
41 0.0252567
42 0.0227441
43 0.0208565
44 0.0182448
45 0.0154756
46 0.0147663
47 0.0140571
48 0.0134243
49 0.0125266
50 0.0124517
51 0.0117353
52 0.0112459
53 0.0100007
54 0.00907523
55 0.0088936
56 0.00857319
57 0.00880664
58 0.00913197
59 0.00857134
60 0.00768969
61 0.00773379
62 0.00804124
63 0.00856826
64 0.00883346
65 0.0100173
66 0.0111093
67 0.011756
68 0.012616
69 0.0124674
70 0.0116579
71 0.0108869
72 0.00930127
73 0.00779763
74 0.00682038
75 0.00539907
76 0.00416988
77 0.00326386
78 0.00199674
79 0.00118694
80 7.61692e-05
81 -0.00107223
82 -0.00200723
83 -0.00347202
84 -0.00433763
85 -0.00531735
86 -0.00612591
87 -0.00714017
88 -0.00835301
89 -0.00928955
90 -0.00978728
91 -0.00999944
92 -0.0113008
93 -0.0113773
94 -0.0111555
95 -0.0108771
96 -0.0110899
97 -0.0118124
98 -0.0124014
99 -0.0128902
100 -0.013238
