0 0
0.716256 0.987954
0.320791 1.6317
0.450319 1.57746
0.125801 1.60962
0.125801 1.60962
-0.734353 1.86635
-1.35142 0.995701
-1.35142 0.995701
-1.35142 0.995701
-1.35142 0.995701
-1.35142 0.995701
-1.35142 0.995701
-0.700166 1.05989
-0.700166 1.05989
-0.700166 1.05989
-0.700166 1.05989
-0.700166 1.05989
0.236392 0.697232
-0.915552 0.595716
-0.915552 0.595716
-0.0733448 0.0357139
-0.372848 0.660311
0.029689 0.736166
0.029689 0.736166
0.559975 0.21847
0.559975 0.21847
-0.241687 0.0747213
0.548395 -0.33247
0.548395 -0.33247
0.548395 -0.33247
0.548395 -0.33247
0.304643 0.422971
0.304643 0.422971
0.304643 0.422971
0.304643 0.422971
0.591675 -0.102486
0.129574 -0.229606
0.129574 -0.229606
0.129574 -0.229606
0.129574 -0.229606
0.129574 -0.229606
0.129574 -0.229606
-0.185634 -0.723621
0.0171385 -1.33703
0.0171385 -1.33703
-0.789017 -0.748859
-0.789017 -0.748859
-0.789017 -0.748859
-0.230646 -0.373106
0.104054 0.250257
-0.77218 0.298762
-0.77218 0.298762
-0.00495493 0.474726
-0.00495493 0.474726
-0.00495493 0.474726
-0.00495493 0.474726
-0.00495493 0.474726
0.220386 -0.29238
0.220386 -0.29238
-0.117785 -0.166416
-0.231603 0.283314
-0.157664 0.900819
-0.157664 0.900819
0.437078 1.2102
0.437078 1.2102
0.437078 1.2102
0.437078 1.2102
0.837591 1.20362
0.837591 1.20362
1.19689 0.598929
0.546817 1.08042
0.135882 0.435844
0.455255 -0.227381
0.480901 0.904137
0.591558 1.43038
0.591558 1.43038
0.47376 1.03762
0.316592 -0.15462
0.552947 0.645164
0.974089 0.604244
0.505983 1.11325
0.798358 0.0113281
0.798358 0.0113281
0.431436 -0.745578
0.736615 -0.191828
0.736615 -0.191828
1.18003 0.175685
1.25789 -0.81397
1.25789 -0.81397
0.32495 -1.14613
0.548658 -0.746392
0.548658 -0.746392
-0.19594 0.41608
0.589799 0.0116294
0.589799 0.0116294
1.22549 0.48941
1.22549 0.48941
1.22549 0.48941
0.514006 1.19419
0.514006 1.19419
0.514006 1.19419
-0.295378 0.651573
-0.313621 0.564363
-0.323275 0.0628905
0.118753 0.609011
0.366214 0.590823
0.904419 -0.181479
0.90088 -1.09046
0.90088 -1.09046
0.90088 -1.09046
0.90088 -1.09046
0.647265 -0.709263
0.0686402 -1.54631
-0.872524 -1.19301
-1.38068 -1.59769
-1.55509 -0.5549
-1.55509 -0.5549
-1.55509 -0.5549
-1.25349 -0.512385
-1.11535 -0.689506
-1.11535 -0.689506
-0.564884 -0.356736
-0.953101 0.597409
-0.953101 0.597409
-0.294574 0.102236
0.582709 0.63265
0.582709 0.63265
-0.111172 0.569996
-0.111172 0.569996
-0.111172 0.569996
-0.995087 -0.506385
-1.09657 0.167699
-1.09657 0.167699
-0.907845 0.239458
