1000 0.917078 0.0887347
2000 0.955527 0.0597062
3000 0.943864 0.0472646
4000 0.979731 0.0431667
5000 0.960252 0.0375214
6000 0.958428 0.0341724
7000 0.96986 0.032012
8000 0.973166 0.0295704
9000 0.975878 0.027669
10000 0.986597 0.0264374
11000 0.992065 0.0252537
12000 0.98983 0.0240448
13000 0.981404 0.0229839
14000 0.986795 0.0222832
15000 0.98491 0.0215195
16000 0.983709 0.0206646
17000 0.985919 0.0200073
18000 0.984077 0.01937
19000 0.98657 0.0189954
20000 0.986566 0.0185399
21000 0.986452 0.017993
22000 0.981561 0.0175126
23000 0.975908 0.0170537
24000 0.972156 0.0166279
25000 0.968731 0.0161865
26000 0.96868 0.0158568
27000 0.972941 0.0156047
28000 0.974181 0.0154017
29000 0.974616 0.0151197
30000 0.970732 0.014827
31000 0.975858 0.0146425
32000 0.97122 0.014316
33000 0.969192 0.0140582
34000 0.967966 0.0138493
35000 0.967625 0.0136451
36000 0.968097 0.0134642
37000 0.963844 0.0132389
38000 0.961678 0.0130353
39000 0.962443 0.0128654
40000 0.964156 0.0127105
41000 0.961949 0.0125108
42000 0.961647 0.0123328
43000 0.961524 0.012198
44000 0.961896 0.0120766
45000 0.962295 0.0119549
46000 0.960979 0.0117941
47000 0.961943 0.0116893
48000 0.962157 0.0115696
49000 0.964524 0.0114925
50000 0.962878 0.0113677
51000 0.960962 0.0112376
52000 0.961667 0.0111244
53000 0.963484 0.0110323
54000 0.963238 0.0109324
55000 0.961581 0.0108067
56000 0.962801 0.0107188
57000 0.962203 0.0106332
58000 0.961933 0.0105588
59000 0.96126 0.0104685
60000 0.959697 0.0103764
61000 0.96148 0.0103088
62000 0.962445 0.0102279
63000 0.964504 0.0101701
64000 0.967071 0.0101231
65000 0.965942 0.0100379
66000 0.966323 0.00995743
67000 0.967184 0.00988321
68000 0.969194 0.00983459
69000 0.96907 0.0097639
70000 0.969457 0.00969459
71000 0.969935 0.00964564
72000 0.968972 0.00956568
73000 0.968184 0.00948712
74000 0.96865 0.00943354
75000 0.967463 0.00935555
76000 0.966698 0.00928202
77000 0.96694 0.00922061
78000 0.966553 0.00916093
79000 0.9681 0.00911347
80000 0.970642 0.00909695
81000 0.968974 0.00902222
82000 0.969134 0.00896446
83000 0.970676 0.0089308
84000 0.970407 0.0088726
85000 0.970251 0.0088174
86000 0.97113 0.00878032
87000 0.970945 0.0087274
88000 0.972253 0.00868685
89000 0.973649 0.00865281
90000 0.972348 0.00860077
91000 0.972649 0.00854894
92000 0.973329 0.00849274
93000 0.971931 0.00843829
94000 0.972065 0.00839709
95000 0.972656 0.00835289
96000 0.97259 0.00830076
97000 0.973206 0.00827747
98000 0.972208 0.00822566
99000 0.971278 0.0081799
100000 0.972113 0.00814594
