0.5 0.138203
0.6 0.261774
0.7 0.359377
0.8 0.440751
0.9 0.511305
1 0.574285
1.1 0.631756
1.2 0.685097
1.3 0.73526
1.4 0.782926
1.5 0.828594
1.6 0.87264
1.7 0.915348
1.8 0.956944
1.9 0.997601
2 1.03746
2.1 1.07664
2.2 1.11522
2.3 1.1533
2.4 1.19092
2.5 1.22815
2.6 1.26503
2.7 1.3016
2.8 1.33789
2.9 1.37393
3 1.40975
3.1 1.44537
3.2 1.4808
3.3 1.51607
3.4 1.55118
3.5 1.58616
3.6 1.62101
3.7 1.65574
3.8 1.69036
3.9 1.72489
4 1.75932
4.1 1.79367
4.2 1.82793
4.3 1.86213
4.4 1.89625
4.5 1.93032
4.6 1.96432
4.7 1.99826
4.8 2.03216
4.9 2.066
5 2.0998
5.1 2.13355
5.2 2.16726
5.3 2.20094
5.4 2.23458
5.5 2.26818
5.6 2.30175
5.7 2.33529
5.8 2.3688
5.9 2.40228
6 2.43573
