10 0.0351302 0.0324063
20 -0.0138031 0.0276154
30 0.010451 0.0229853
40 0.0104049 0.019819
50 0.0199713 0.0179633
60 0.020861 0.0160327
70 0.0312093 0.0149789
80 0.043376 0.0146761
90 0.0459304 0.013843
100 0.0454748 0.0133606
110 0.0474312 0.0124717
120 0.0523426 0.0117702
130 0.0545646 0.0115843
140 0.0606066 0.011269
150 0.06697 0.0110749
160 0.0698435 0.010742
170 0.0684318 0.0105761
180 0.0682271 0.01041
190 0.0662995 0.0101726
200 0.0694072 0.00977354
210 0.0671811 0.00944767
220 0.0666826 0.00907268
230 0.0671085 0.00874523
240 0.0704956 0.00879709
250 0.0729122 0.00856279
260 0.0751282 0.00843256
270 0.0781558 0.00833605
280 0.0757382 0.00818333
290 0.0781711 0.0080445
300 0.0778717 0.00785848
310 0.0752948 0.00768439
320 0.0745247 0.00754708
330 0.0766546 0.00746923
340 0.0789864 0.00730291
350 0.0797536 0.00713156
360 0.0793105 0.00705479
370 0.0797098 0.00693227
380 0.0801765 0.00682174
390 0.0809534 0.00673062
400 0.0808425 0.00667566
410 0.0811348 0.00661256
420 0.0813559 0.00650907
430 0.0825309 0.0064219
440 0.0843969 0.00634388
450 0.0846034 0.00626228
460 0.0858723 0.00628253
470 0.0877449 0.00620437
480 0.0876457 0.0060978
490 0.0884113 0.00603038
500 0.0894368 0.00595962
510 0.0914133 0.00593462
520 0.0925949 0.00586032
530 0.0940452 0.00578971
540 0.0964123 0.0058321
550 0.097619 0.00577495
560 0.0999522 0.00578277
570 0.102542 0.00577375
580 0.103196 0.00571733
590 0.105096 0.00567618
600 0.106449 0.00563073
610 0.106475 0.00557646
620 0.106385 0.00551331
630 0.106549 0.00547421
640 0.107084 0.00542366
650 0.10712 0.0053605
660 0.107408 0.00530652
670 0.108445 0.00524963
680 0.109215 0.00520046
690 0.110046 0.00517377
700 0.110814 0.00512871
710 0.110973 0.00507936
720 0.111313 0.00503093
730 0.111205 0.0049762
740 0.112366 0.00496146
750 0.113667 0.00492597
760 0.113364 0.00488321
770 0.113513 0.00483979
780 0.113667 0.00479348
790 0.113943 0.00476084
800 0.114373 0.00472357
810 0.114524 0.00467614
820 0.11517 0.00464303
830 0.115703 0.00461085
840 0.115326 0.00456982
850 0.115963 0.00453485
860 0.116866 0.00450052
870 0.117024 0.00446974
880 0.117648 0.00443143
890 0.117946 0.00440322
900 0.118207 0.00436422
910 0.118658 0.00435018
920 0.119123 0.0043443
930 0.119817 0.00431226
940 0.11983 0.004296
950 0.121231 0.00428296
960 0.122084 0.0042867
970 0.122268 0.00427083
980 0.122799 0.00426127
990 0.123779 0.00424067
1000 0.123919 0.00421331
